vat,rabat,cena_netto,ean,nazwa_towaru,ilosc,kategoria
8,None,9.46,5902741003287,Pieprz zio≥owy 200g,None,Przyprawy\Mieszanki
8,None,3.83,5902741003478,Podlaska przyprawa do zupy pomidorowej 40g,None,Przyprawy\Mieszanki
8,None,4.18,5902741003485,Podlaska przyprawa do zupy jarzynowej 50g,None,Przyprawy\Mieszanki
8,None,5.06,5902741003492,Podlaska przyprawa do zupy grzybowej i innnych daÒ z grzybÛw 50g,None,Przyprawy\Mieszanki
8,None,3.08,5902741003508,Podlaska przyprawa do daÒ z jaj 30g,None,Przyprawy\Mieszanki
8,None,3.41,5902741003522,Podlaska przyprawa do peklowania miÍsa 40g,None,Przyprawy\Mieszanki
8,None,5.72,5902741003546,Podlaska przyprawa do piernikÛw (karonik) 60g,None,Przyprawy\Mieszanki
8,None,3.74,5902741003829,Czubryca czerwona (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,5.72,5902741004529,Przyprawa do kawy (kartonik) 50g,None,Przyprawy\Mieszanki
23,None,13.6,5902741008077,SÛl zio≥owa 700g,None,Przyprawy\Mieszanki
8,None,1.54,5902741009593,Pieprz zio≥owy 30g - saszetka,None,Przyprawy\Mieszanki
8,None,3.3,5902741009630,Przyprawa pomidorowo-bazyliowa z czosnkiem niedüwiedzim 30g- saszetka,None,Przyprawy\Mieszanki
8,None,1.54,5902741009678,Czubryca 15g - saszetka,None,Przyprawy\Mieszanki
8,None,5.72,5902768527346,Przyprawa pomidorowo-bazyliowa z czosnkiem niedüwiedzim 40g,None,Przyprawy\Mieszanki
8,None,5.83,5902768527353,Przyprawa pomidorowo-czosnkowa z czarnuszkπ 40g,None,Przyprawy\Mieszanki
0,None,151.8,5902741006325,Olej kokosowy EKO 2.5l,None,Oleje t≥oczone na zimno
0,None,52.8,5902741006387,Olej kokosowy EKO 900ml,None,Oleje t≥oczone na zimno
0,None,35.75,5902741009753,Olej kokosowy EKO 440ml,None,Oleje t≥oczone na zimno
0,None,19.58,5902741009760,Olej kokosowy EKO 230ml,None,Oleje t≥oczone na zimno
0,None,7.37,5902741001061,Pesto z czosnku niedüwiedziego EKO 200g,None,Przetwory
0,None,8.47,5902741001078,Czosnek niedü. kiszony past. EKO 430g,None,Przetwory
0,None,7.37,5902741001085,Topinambur kiszony EKO 490g,None,Przetwory
0,None,6.6,5902741002303,Jab≥ka do szarlotki EKO 900g,None,Przetwory
0,None,9.9,5902741006332,Pasta rÛøano-paprykowa ostra EKO 200g,None,Przetwory
8,None,7.15,5902741006349,Ketchup pomidorowy pikantny EKO 300g,None,Przetwory
0,None,9.46,5902741006462,Konfitura z czarnej jagody EKO 180g,None,Przetwory
0,None,5.83,5902741007612,Buraczki przecierane pasteryzowane EKO 270g,None,Przetwory
0,None,4.95,5902741007636,∆wik≥a z chrzanem EKO 270g,None,Przetwory
8,None,4.95,5902741007643,Owoc rÛøy w zalewie octowej EKO 450g,None,Przetwory
0,None,18.15,5902741008572,Konfitura z p≥atkÛw rÛøy EKO 180g,None,Przetwory
0,None,8.8,5902741009043,Konfitura z borÛwki amerykaÒskiej (wysokiej) EKO 180g,None,Przetwory
0,None,6.71,5902741009777,Papryka konserwowa EKO 490g,None,Przetwory
0,None,7.15,5902741009852,Konfitura z papryki EKO 200g,None,Przetwory
0,None,6.16,5902741009869,Pasta paprykowo-czosnkowa EKO 170g,None,Przetwory
8,None,4.62,5902741000804,Przyprawa do alkoholu NALEWKA MI£OSNA 20-30g,None,UPOMINKI OKOLICZNOåCIOWE
8,None,4.4,5902768527223,Owies s≥oma - K•PIEL 150g,None,Zio≥a do kπpieli\Sypane
8,None,5.72,5902741001559,Kadzide≥ko odstraszajπce komary EKO,None,Pozosta≥e produkty
8,None,3.52,5902741005885,Posypka na wÍgiel drzewny Aromatyczny grill EKO 50g,None,Pozosta≥e produkty
8,None,9.68,5902741006479,Cukier rÛøany EKO 150g,None,Pozosta≥e produkty
23,None,7.04,5902741006486,Myd≥o øo≥Ídziowe 100g,None,Pozosta≥e produkty
8,None,5.72,5902741006653,Kadzide≥ko odúwieøajπce pomieszczenie EKO,None,Pozosta≥e produkty
8,None,20.35,5902741006677,DziegieÊ brzozowy EKO 230ml,None,Pozosta≥e produkty
8,None,23.76,5902741007308,Ksylitol (tuba) 400g,None,Pozosta≥e produkty
0,None,6.38,5902741008060,Ciasteczka øo≥Ídziowe EKO 100g,None,Pozosta≥e produkty
0,None,6.38,5902741008121,Ciasteczka øo≥Ídziowe z czarnuszkπ. kminkiem i anyøem EKO 100g,None,Pozosta≥e produkty
0,None,6.38,5902741008138,Ciasteczka øo≥Ídziowe z nasionami pokrzywy EKO 100g,None,Pozosta≥e produkty
0,None,6.6,5902741008145,Ciasteczka øo≥Ídziowe na miodzie EKO 100g,None,Pozosta≥e produkty
0,None,20.35,5902741008268,Mπka z topinamburu Eko - 0.5kg,None,Pozosta≥e produkty
0,None,7.15,5902741009845,Mπka kokosowa Eko - 0.5kg,None,Pozosta≥e produkty
0,None,8.25,5902768527087,Mπka z øo≥Ídzi Eko - 0.5kg,None,Pozosta≥e produkty
23,None,8.36,5902768527216,Agar-agar (kartonik) 30g,None,Przyprawy\Jednorodne
23,None,4.62,5902768527292,Rozpa≥ka ekologiczna do grilla 350g,None,Pozosta≥e produkty
0,None,4.73,5902741009692,Chipsy jab≥kowe 40g,None,Pozosta≥e produkty
23,None,3.63,5902741008909,Yerba Mate EKO 50g,None,Herbatki\Yerba Mate
23,None,10.67,5902741008923,Yerba Mate EKO 200g,None,Herbatki\Yerba Mate
8,None,3.74,5902741006035,EKO Kmin rzymski 30g,None,Przyprawy EKO\Jednorodne
23,None,4.95,5902741003676,Uzupe≥niacz SÛl himal. CZOSNKOWA 290g,None,Przyprawy EKO\Mieszanki
0,None,4.95,5902741003836,Gojnik ziele EKO (pÍczek) 25g,None,Zio≥a jednorodne
23,None,4.95,5902741003690,Uzupe≥niacz SÛl himal. DO SA£ATEK 190g,None,Przyprawy EKO\Mieszanki
23,None,4.95,5902741003645,Uzupe≥niacz SÛl hima. CHILI 320g,None,Przyprawy EKO\Mieszanki
23,None,4.95,5902741003652,Uzupe≥niacz SÛl him.DO MI S i SOS”W 250g,None,Przyprawy EKO\Mieszanki
23,None,4.95,5902741003683,Uzupe≥niacz SÛl himal. DO GRILLA 250g,None,Przyprawy EKO\Mieszanki
23,None,4.95,5902741003669,Uzupe≥niacz SÛl himal. z Eko zio≥ami 180g,None,Przyprawy EKO\Mieszanki
0,None,4.62,5902741006660,Jemio≥a ziele EKO 25x2g,None,Herbatki\Zio≥owe
8,None,3.19,5902741004505,EKO Przyprawa do karkÛwki 40g,None,Przyprawy EKO\Mieszanki
8,None,5.94,5902741004482,EKO Przyprawa do szarlotki 50g,None,Przyprawy EKO\Mieszanki
8,None,3.41,5902741004475,EKO Uniwersalna p. z dzikich ziÛ≥ 40g,None,Przyprawy EKO\Mieszanki
0,None,5.17,5902581616371,Traganek KorzeÒ 50g,None,Zio≥a jednorodne
8,None,4.62,5902741004857,Musztarda EKO 200g,None,Przetwory
0,None,26.62,5902581616012,Olej z nasion czarnuszki EKO 0.1l,None,Oleje t≥oczone na zimno
0,None,50.71,5902581616135,Olej z nasion czarnuszki EKO 0.25l,None,Oleje t≥oczone na zimno
0,None,19.25,5902581616029,Olej z nasion czarnuszki 0.1l,None,Oleje t≥oczone na zimno
0,None,15.62,5902581616036,Olej z nasion marchwi EKO 0.1l,None,Oleje t≥oczone na zimno
0,None,32.45,5902581616142,Olej z nasion marchwi EKO 0.25l,None,Oleje t≥oczone na zimno
0,None,39.6,5902581616050,Olej z owocÛw rokitnika 0.1l,None,Oleje t≥oczone na zimno
0,None,34.1,5902581616074,Olej z dzikiej rÛøy EKO 0.1l,None,Oleje t≥oczone na zimno
0,None,71.94,5902581616173,Olej z dzikiej rÛøy EKO 0.25l,None,Oleje t≥oczone na zimno
0,None,8.03,5902581616296,Olej z lnianki EKO 0.1l,None,Oleje t≥oczone na zimno
0,None,12.32,5902581616081,Olej lniany EKO 0.1l,None,Oleje t≥oczone na zimno
0,None,22.88,5902581616180,Olej lniany EKO 0.25l,None,Oleje t≥oczone na zimno
0,None,16.39,5902581616098,Olej z nasion konopi siewnych EKO 0.1l,None,Oleje t≥oczone na zimno
0,None,32.89,5902581616197,Olej z nasion konopi siewnych EKO 0.25l,None,Oleje t≥oczone na zimno
0,None,22,5902581616104,Olej z wiesio≥ka EKO 0.1l,None,Oleje t≥oczone na zimno
0,None,42.35,5902581616289,Olej z wiesio≥ka EKO 0.25l,None,Oleje t≥oczone na zimno
0,None,31.79,5902581616203,Olej z pestek dyni EKO 0.25l,None,Oleje t≥oczone na zimno
0,None,12.1,5902581616210,Olej sojowy EKO 0.25l,None,Oleje t≥oczone na zimno
0,None,25.52,5902581616241,Olej z lnianki EKO 0.5l,None,Oleje t≥oczone na zimno
0,None,37.51,5902581616272,Olej lniany EKO 0.5l,None,Oleje t≥oczone na zimno
0,None,31.02,5902581616258,Olej rzepakowy EKO 0.5l,None,Oleje t≥oczone na zimno
0,None,59.4,5902581616302,Olej z nasion konopi siewnych EKO 0.5l,None,Oleje t≥oczone na zimno
0,None,53.68,5902581616265,Olej z pestek dyni EKO 0.5l,None,Oleje t≥oczone na zimno
0,None,12.54,5902581616111,Olej z nasion pokrzywy EKO 0.1l,None,Oleje t≥oczone na zimno
0,None,25.3,5902581616227,Olej z nasion pokrzywy EKO 0.25l,None,Oleje t≥oczone na zimno
0,None,5.94,5902741004888,Morwa bia≥a liúÊ EKO 25x2g,None,Herbatki\Zio≥owe
8,None,4.62,5902581616579,Herbatka Body Line EKO 50g,None,Herbatki\Zio≥owe
0,None,13.64,5902581616340,Olej z pestek dyni EKO 0.1l,None,Oleje t≥oczone na zimno
8,None,4.62,5902741004901,Herbatka Dla dziadka EKO 25x2g,None,Herbatki\Zio≥owe
8,None,3.19,5902581618603,Podlaska przyprawa do karkÛwki 40g,None,Przyprawy\Mieszanki
8,None,3.41,5902581618610,Podlaska przyprawa do øeberek 40g,None,Przyprawy\Mieszanki
8,None,3.96,5902581618627,Podlaska przyprawa do szarlotki 50g,None,Przyprawy\Mieszanki
8,None,3.08,5902581618597,Podlaska przyprawa do úledzi 30g,None,Przyprawy\Mieszanki
23,None,11.11,5902581618580,SÛl zio≥owa 500g,None,Przyprawy\Mieszanki
0,None,8.8,5902741003744,Leuzea korzeÒ 50g,None,Zio≥a jednorodne
23,None,4.51,5902741004932,Yerba Mate EKO 25x2g,None,Herbatki\Yerba Mate
8,None,10.34,5902581616395,EKO Przyprawa do warzyw z grilla - m≥ynek 50g,None,Przyprawy EKO\Mieszanki
8,None,14.3,5902581616456,EKO Pieprz kolorowy ziarno - m≥ynek 80g,None,Przyprawy EKO\Mieszanki
23,None,11.11,5902581616425,SÛl himalajska czarna - m≥ynek 200g,None,Przyprawy\Jednorodne
23,None,11.11,5902581616418,SÛl himalajska bia≥a - m≥ynek 190g,None,Przyprawy\Jednorodne
23,None,11.11,5902581616401,SÛl himalajska rÛøowa - m≥ynek 180g,None,Przyprawy\Jednorodne
23,None,11.11,5902581616432,SÛl morska gruba 190g- m≥ynek,None,Przyprawy\Jednorodne
8,None,10.34,5902581616388,EKO Przyprawa do grilla wegetariaÒskiego - m≥ynek 35g,None,Przyprawy EKO\Mieszanki
8,None,13.64,5902581616449,EKO Pieprz czarny ziarno- m≥ynek 90g,None,Przyprawy EKO\Jednorodne
8,None,4.73,5902741005915,Herbatka Poobiednia EKO 25x2g,None,Herbatki\Zio≥owe
8,None,5.28,5902741005755,Herbatka Polecana przy zaparciach EKO 25x2g,None,Herbatki\Zio≥owe
8,None,6.82,5902741006103,Herbatka Na dobranoc EKO 25x2g,None,Herbatki\Zio≥owe
0,None,4.73,5902581618672,Pokrzywa liúÊ EKO - w piramidkach 15x1g,None,Herbatki\Zio≥owe
8,None,6.38,5902581618634,Herbatka Dobry humor EKO - herbatka w piramidkach 15x3g,None,Herbatki\Zio≥owe
8,None,5.94,5902741004390,Herbatka Body Line EKO - herbatka w piramidkach 15x2g,None,Herbatki\Zio≥owe
8,None,7.48,5902581618658,Herbatka Porzeczkowa EKO - herbatka w piramidkach 15x3g,None,Herbatki\Owocowe
8,None,6.82,5902741004321,Herbatka RÛøana EKO - herbatka w piramidkach 15x3g,None,Herbatki\Owocowe
8,None,6.82,5902741004369,Herbatka Krasnoludek EKO - herbatka w piramidkach 15x3g,None,Herbatki\Zio≥owe
8,None,5.94,5902741005328,Herbatka Dla nerwusÛw EKO 25x1.5g,None,Herbatki\Zio≥owe
23,None,3.96,5902581618528,Uzupe≥niacz SÛl himalajska rÛøowa 360g,None,Przyprawy\Jednorodne
8,None,4.95,5902581618542,Uzupe≥niacz Przyprawa do grilla wegetariaÒskiego EKO 70g,None,Przyprawy EKO\Mieszanki
8,None,19.58,5902581618481,Uzupe≥niacz Pieprz czarny ziarno EKO 180g,None,Przyprawy EKO\Jednorodne
8,None,17.93,5902581618474,Uzupe≥niacz Pieprz kolorowy EKO 160g,None,Przyprawy EKO\Mieszanki
8,None,4.95,5902581618535,Uzupe≥niacz Przyprawa do warzyw z grilla EKO 100g,None,Przyprawy EKO\Mieszanki
23,None,3.96,5902581618504,Uzupe≥niacz SÛl himalajska czarna 400g,None,Przyprawy\Jednorodne
23,None,3.96,5902581618511,Uzupe≥niacz SÛl himalajska bia≥a 380g,None,Przyprawy\Jednorodne
23,None,3.96,5902581618498,Uzupe≥niacz SÛl morska gruba 380g,None,Przyprawy\Jednorodne
0,None,7.37,5902581616739,Pesto z jarmuøu EKO 200g,None,Przetwory
8,None,10.23,5902581616333,Przysmak z czosnku niedüwiedziego EKO 480g,None,Przetwory
8,None,5.83,5902741005892,Herbatka Dla øo≥πdkowcÛw EKO 25x2g,None,Herbatki\Zio≥owe
8,None,6.49,5902741005281,Herbatka Polecana przy cukrzycy EKO 25x2g,None,Herbatki\Zio≥owe
8,None,4.95,5902581617224,Salsa pomidorowa EKO 200g,None,Przetwory
0,None,6.38,5902581617217,Pasta jarmuøowa EKO 200g,None,Przetwory
8,None,7.92,5902741004895,Czystek (suplement) EKO 25x2g,None,Herbatki\Zio≥owe
0,None,9.9,5902581617187,Konfitura z dzikiej rÛøy EKO 180g,None,Przetwory
0,None,5.72,5902741005922,MiÍta liúÊ EKO 25x1.5g,None,Herbatki\Zio≥owe
8,None,6.82,5902741006295,"EKO Przyprawa do grzaÒca 50g""",None,Przyprawy EKO\Mieszanki
8,None,7.48,5902741006301,Przyprawa do grzaÒca 50g,None,Przyprawy\Mieszanki
0,None,10.78,5902581617743,EKO Proszek grzybowy 50g,None,Pozosta≥e produkty
0,None,9.35,5902581617170,Konfitura z øurawiny EKO 180g,None,Przetwory
23,None,14.74,5902581618443,Herbata Czarna liúciasta EKO 100g,None,Herbatki\Z GÛr Cejlonu
23,None,10.89,5902581618467,Herbata Zielona liúciasta EKO 80g,None,Herbatki\Z GÛr Cejlonu
23,None,13.75,5902581618450,Herbata Bia≥a liúciasta EKO 80g,None,Herbatki\Z GÛr Cejlonu
23,None,14.74,5902581616937,Herbata Czarna RÛøana EKO 100g,None,Herbatki\Z GÛr Cejlonu
23,None,14.74,5902581616951,Herbata Czarna Korzenna EKO 100g,None,Herbatki\Z GÛr Cejlonu
23,None,16.83,5902581616968,Herbata Czarna Rozgrzewajπca EKO 100g,None,Herbatki\Z GÛr Cejlonu
23,None,11.99,5902581617002,Herbata Zielona z Imbirem EKO 80g,None,Herbatki\Z GÛr Cejlonu
23,None,11.99,5902581617019,Herbata Zielona z MiÍtπ EKO 80g,None,Herbatki\Z GÛr Cejlonu
23,None,14.3,5902581617088,Herbata Zielona z Øurawinπ. Malinπ i RÛøπ EKO 80g,None,Herbatki\Z GÛr Cejlonu
23,None,16.83,5902581616920,Herbata Czarna Odkwaszajπca EKO 100g,None,Herbatki\Z GÛr Cejlonu
8,None,7.15,5902581617200,Ketchup pomidorowy ≥agodny EKO 300g,None,Przetwory
23,None,14.74,5902581617583,Herbata Czarna z Cynamonem i Goüdzikami EKO 100g,None,Herbatki\Z GÛr Cejlonu
0,None,3.41,5902581617781,Seler Marynowany EKO 305g,None,Przetwory
0,None,5.5,5902581617880,Konfitura z czerwonej cebuli EKO 170g,None,Przetwory
0,None,12.76,5902581617774,Bigos wegetariaÒski z grzybami EKO 500g,None,Przetwory
8,None,5.83,5902741005762,Herbatka Polecana przy nadmiarze cholesterolu EKO 25x1.5g,None,Herbatki\Zio≥owe
0,None,10.12,5902581616814,Bulion warzywny EKO w proszku 200g,None,Przyprawy EKO\Mieszanki
0,None,4.62,5902581617767,Barszcz Czerwony EKO - w piramidkach 15x5g,None,Herbatki\Zio≥owe
8,None,7.48,5902581617859,Herbatka Dla dzieci i niemowlπt EKO 25x2g,None,Herbatki\Zio≥owe
8,None,27.06,5902581617804,Olej dla mam EKO 250ml - Suplement diety,None,Oleje t≥oczone na zimno\Oleje - suplementy diety
8,None,14.74,5902581617811,Olej Kobieta dojrza≥a EKO 250ml - Suplement diety,None,Oleje t≥oczone na zimno\Oleje - suplementy diety
8,None,27.06,5902581617828,Olej junior EKO 250ml - Suplement diety,None,Oleje t≥oczone na zimno\Oleje - suplementy diety
8,None,17.82,5902581617835,Olej Senior EKO 250ml - Suplement diety,None,Oleje t≥oczone na zimno\Oleje - suplementy diety
23,None,7.04,5902581616821,Myd≥o z Acmellπ 100g,None,Pozosta≥e produkty
23,None,7.04,5902581616852,Myd≥o z Dziegciem 100g,None,Pozosta≥e produkty
23,None,7.04,5902581616876,Myd≥o z Krwiúciπgiem i Gojnikiem 100g,None,Pozosta≥e produkty
23,None,7.04,5902581616845,Myd≥o z Nagietkiem 100g,None,Pozosta≥e produkty
23,None,7.04,5902581616838,Myd≥o z OgÛrecznikiem i Chrzanem 100g,None,Pozosta≥e produkty
23,None,7.04,5902581616883,Myd≥o z sokiem z RÛøy 100g,None,Pozosta≥e produkty
23,None,7.04,5902581616890,Myd≥o z Uczepem i Bratkiem 100g,None,Pozosta≥e produkty
23,None,7.04,5902581616869,Myd≥o z Wiesio≥kiem 100g,None,Pozosta≥e produkty
0,None,6.16,5902581617842,Wierzbownica drobnokwiatowa EKO 25x2.5g,None,Herbatki\Zio≥owe
23,None,11.99,5902581617026,Herbata Zielona z Yerba Mate EKO 80g,None,Herbatki\Z GÛr Cejlonu
23,None,11.99,5902581617057,Herbata Zielona z JeøÛwkπ EKO 80g,None,Herbatki\Z GÛr Cejlonu
23,None,11.99,5902581617064,Herbata Zielona z Pokrzywπ EKO 80g,None,Herbatki\Z GÛr Cejlonu
23,None,14.3,5902581617033,Herbata Zielona z ØeÒ-szeniem EKO 80g,None,Herbatki\Z GÛr Cejlonu
23,None,11.99,5902581617040,Herbata Zielona Relaksujπca EKO 80g,None,Herbatki\Z GÛr Cejlonu
23,None,14.3,5902581616999,Herbata Zielona Odkwaszajπca EKO 80g,None,Herbatki\Z GÛr Cejlonu
23,None,14.74,5902581616982,Herbata Czarna Szkolna EKO 100g,None,Herbatki\Z GÛr Cejlonu
23,None,14.74,5902581616944,Herbata Czarna z Polskπ Bergamotkπ EKO 100g,None,Herbatki\Z GÛr Cejlonu
23,None,14.74,5902581616913,Herbata Czarna Bajeczna EKO 100g,None,Herbatki\Z GÛr Cejlonu
23,None,21.34,5902581616975,Herbata Czarna Waniliowa EKO 100g,None,Herbatki\Z GÛr Cejlonu
0,None,2.75,5902581618054,Kolendra liúÊ 20g,None,Przyprawy\Jednorodne
8,None,7.37,5902581618023,EKO Kwiat muszkato≥owy 25g,None,Przyprawy EKO\Jednorodne
8,None,7.04,5902581618085,Herbatka Dzika rÛøa EKO 25x2.5g,None,Herbatki\Owocowe
8,None,12.43,5902581617873,Herbatka Øurawinowa EKO 25x2.5g,None,Herbatki\Owocowe
0,None,2.97,5902581618122,Przecier z ogÛrkÛw kiszonych EKO 280g,None,Przetwory
8,None,7.26,5902581617620,Herbatka Dobry humor EKO 25x2g,None,Herbatki\Zio≥owe
8,None,4.73,5902581618177,Herbatka Na dzieÒ dobry EKO 25x1.5g,None,Herbatki\Zio≥owe
8,None,19.69,5902581618191,Wanilia laska EKO,None,Przyprawy EKO\Jednorodne
0,None,6.16,5902581618207,OstroøeÒ ziele EKO 100g,None,Zio≥a jednorodne
8,None,6.05,5902581618108,Herbatka Owocowy raj EKO 25x2.5g,None,Herbatki\Owocowe
8,None,5.39,5902581618092,Herbatka Leúna polana EKO 25x2.5g,None,Herbatki\Owocowe
8,None,11.33,5902581617095,Kawa z korzenia cykorii EKO 200g,None,Kawy
23,None,21.78,5902581617965,Kawa czarna mielona z chagπ EKO 200g,None,Kawy
8,None,5.83,5902581618030,Herbatka Body Line EKO 25x2g,None,Herbatki\Zio≥owe
0,None,7.26,5902741006240,Rumianek koszyczek EKO 25x2g,None,Herbatki\Zio≥owe
0,None,24.97,5902581618047,Malina owoc EKO 25x3g,None,Herbatki\Owocowe
23,None,8.8,5902581617354,Herbata Czarna Korzenna EKO 25x2g,None,Herbatki\Z GÛr Cejlonu
23,None,11.55,5902581617392,Herbata Czarna Waniliowa EKO 25x2g,None,Herbatki\Z GÛr Cejlonu
23,None,9.35,5902581617378,Herbata Czarna Rozgrzewajπca EKO 25x2g,None,Herbatki\Z GÛr Cejlonu
23,None,8.8,5902581617415,Herbata Czarna Szkolna EKO 25x2g,None,Herbatki\Z GÛr Cejlonu
23,None,9.35,5902581617316,Herbata Czarna Odkwaszajπca EKO 25x2g,None,Herbatki\Z GÛr Cejlonu
23,None,7.7,5902581617613,Herbata Czarna EKO 25x1.5g,None,Herbatki\Z GÛr Cejlonu
23,None,7.7,5902581617279,Herbata Zielona liúciasta EKO 25x1.5g,None,Herbatki\Z GÛr Cejlonu
23,None,8.25,5902581617446,Herbata Zielona z Imbirem EKO 25x2g,None,Herbatki\Z GÛr Cejlonu
23,None,7.42,5902581617460,Herbata Zielona z MiÍtπ EKO 25x2g,None,Herbatki\Z GÛr Cejlonu
23,None,8.25,5902581617484,Herbata Zielona z Yerba Mate EKO 25x2g,None,Herbatki\Z GÛr Cejlonu
23,None,8.25,5902581617538,Herbata Zielona z Pokrzywπ EKO 25x2g,None,Herbatki\Z GÛr Cejlonu
23,None,8.25,5902581617514,Herbata Zielona Relaksujπca EKO 25x2g,None,Herbatki\Z GÛr Cejlonu
23,None,7.42,5902581617521,Herbata Zielona z JeøÛwkπ EKO 25x2g,None,Herbatki\Z GÛr Cejlonu
0,None,6.71,5902581618146,OgÛrki kiszone EKO 800g,None,Przetwory
0,None,15.29,5902581617248,Olej lniany 0.25l,None,Oleje t≥oczone na zimno
0,None,6.05,5902581617989,Sa≥atka z kapusty czerwonej EKO 370g,None,Przetwory
23,None,6.93,5902581617125,Oliwka odstraszajπca komary i inne owady - Myúliwska 100ml,None,Pozosta≥e produkty
23,None,6.93,5902581617132,Oliwka odstraszajπca komary i inne owady - Zio≥owa 100ml,None,Pozosta≥e produkty
8,None,7.15,5902581618214,EKO Cynamon cejloÒski laska 30g,None,Przyprawy EKO\Jednorodne
8,None,7.26,5902581617866,Hibiskus EKO 25x2.5g,None,Herbatki\Zio≥owe
0,None,9.13,5902581618238,Susz warzywny Eko 190g,None,Przyprawy EKO\Mieszanki
0,None,8.25,5902581618245,Zielony OgrÛd ñ Ekologiczna przyprawa do zup i innych daÒ 150g,None,Przyprawy EKO\Mieszanki
0,None,9.9,5902581618269,Ekologiczny ogrÛd warzywny 230g,None,Przyprawy EKO\Mieszanki
8,None,5.17,5902581618337,Herbatka Ciúnienie krwi EKO 50g - Suplement diety,None,Herbatki\Zio≥owe
8,None,4.84,5902581617118,Herbatka Dla serduszka EKO 50g - Suplement diety,None,Herbatki\Zio≥owe
8,None,5.94,5902581618276,Herbatka Ciúnienie krwi EKO 25x2g - Suplement diety,None,Herbatki\Zio≥owe
8,None,5.83,5902581618290,Herbatka Dla serduszka EKO 25x2g - Suplement diety,None,Herbatki\Zio≥owe
8,None,4.62,5902581618320,Herbatka Bπdü Optymistπ EKO 50g - Suplement diety,None,Herbatki\Zio≥owe
8,None,5.83,5902581618283,Herbatka Bπdü Optymistπ EKO 25x2g - Suplement diety,None,Herbatki\Zio≥owe
8,None,5.5,5902581617101,Herbatka Gripoherbs EKO 50g - Suplement diety,None,Herbatki\Zio≥owe
8,None,6.38,5902581618061,Herbatka Gripoherbs EKO 25x2g - Suplement diety,None,Herbatki\Zio≥owe
8,None,5.06,5902581618344,Herbatka Zdrowe nerki EKO 50g - Suplement diety,None,Herbatki\Zio≥owe
8,None,6.38,5902581618306,Herbatka Zdrowe nerki EKO 25x1.5g - Suplement diety,None,Herbatki\Zio≥owe
8,None,5.06,5902581618351,Herbatka Oczyszczanie EKO 50g - Suplement diety,None,Herbatki\Zio≥owe
8,None,5.83,5902581618313,Herbatka Oczyszczanie EKO 25x1.5g - Suplement diety,None,Herbatki\Zio≥owe
8,None,13.31,5903246860009,Herbatka Ciúnienie krwi EKO 200g - Suplement diety,None,Herbatki\Zio≥owe
0,None,8.8,5903246860177,Konfitura z truskawki EKO 170g,None,Przetwory
8,None,12.54,5903246860023,Herbatka Zdrowe nerki EKO 200g - Suplement diety,None,Herbatki\Zio≥owe
8,None,6.6,5902581617958,Herbatka z pigwowcem EKO 25x3g,None,Herbatki\Owocowe
8,None,3.74,5903246860191,Kmin rzymski mielony 30g,None,Przyprawy\Jednorodne
0,None,12.87,5903246860030,Czosnek niedüwiedzi mielony EKO 120g,None,Przyprawy EKO\Jednorodne
23,None,14.74,5902581617569,Herbata czarna z trawπ cytrynowπ EKO 100g,None,Herbatki\Z GÛr Cejlonu
23,None,8.8,5902581617255,Herbata Czarna EKO 15x2g - w piramidkach,None,Herbatki\Z GÛr Cejlonu
23,None,7.92,5902581617262,Herbata Zielona liúciasta EKO 15x2g - w piramidkach,None,Herbatki\Z GÛr Cejlonu
23,None,8.8,5902581617293,Herbata Czarna Bajeczna EKO 15x2g - w piramidkach,None,Herbatki\Z GÛr Cejlonu
23,None,9.35,5902581617309,Herbata Czarna Odkwaszajπca EKO 15x2g - w piramidkach,None,Herbatki\Z GÛr Cejlonu
23,None,8.8,5902581617323,Herbata Czarna RÛøana EKO 15x2g - w piramidkach,None,Herbatki\Z GÛr Cejlonu
23,None,9.35,5902581617422,Herbata Zielona Odkwaszajπca EKO 15x2g - w piramidkach,None,Herbatki\Z GÛr Cejlonu
23,None,8.25,5902581617439,Herbata Zielona z Imbirem EKO 15x2g - w piramidkach,None,Herbatki\Z GÛr Cejlonu
23,None,8.25,5902581617453,Herbata Zielona z MiÍtπ EKO 15x2g - w piramidkach,None,Herbatki\Z GÛr Cejlonu
23,None,8.25,5902581617477,Herbata Zielona z Yerba Mate EKO 15x2g - w piramidkach,None,Herbatki\Z GÛr Cejlonu
23,None,9.35,5902581617491,Herbata Zielona z ØeÒ-szeniem EKO 15x2g - w piramidkach,None,Herbatki\Z GÛr Cejlonu
0,None,5.83,5903246860221,Przecier z portulaki EKO 270g,None,Przetwory
8,None,4.18,5903246860252,EKO Kmin rzymski mielony 30g,None,Przyprawy EKO\Jednorodne
0,None,3.3,5903246860238,Szczaw konserwowy EKO 180g,None,Przetwory
0,None,6.38,5903246860245,Galaretka z czarnej porzeczki EKO 180g,None,Przetwory
0,None,8.8,5903246860634,Galaretka z nagietka EKO 180g,None,Przetwory
8,None,4.84,5903246860283,Pieprz cytrynowy Czarny 50g,None,Przyprawy\Mieszanki
8,None,5.94,5903246860276,Pieprz cytrynowy Bia≥y 50g,None,Przyprawy\Mieszanki
8,None,7.15,5903246860290,Herbatka Witaminka EKO 100g,None,Herbatki\Owocowe
0,None,20.68,5903246860269,Guarana mielona EKO 100g,None,Pozosta≥e produkty
