KOPIE DOKUMENTOW Z KAS FISKALNYCH
etykieta: 160524_153936_1501240287_8D49
od: 24.05.2016 15:39:00
do: 01.01.2021 17:22:00
nip: NIP:6412472651
data zamkniecia nosnika: 00-00-0000 00:00:00

 nr unikatowy   | nr doby | od                  | do
                |  00759  | 15.12.2018 09:13:00 | 15.12.2018 15:42:00
                |  00760  | 17.12.2018 09:52:00 | 17.12.2018 18:26:00
                |  00761  | 18.12.2018 09:38:00 | 18.12.2018 17:42:00
                |  00762  | 19.12.2018 10:36:00 | 19.12.2018 17:37:00
                |  00763  | 20.12.2018 09:46:00 | 20.12.2018 17:39:00
                |  00764  | 21.12.2018 09:39:00 | 21.12.2018 17:52:00
                |  00765  | 22.12.2018 09:27:00 | 22.12.2018 14:18:00
                |  00766  | 23.12.2018 10:24:00 | 23.12.2018 13:56:00
                |  00767  | 24.12.2018 10:04:00 | 24.12.2018 13:44:00
                |  00768  | 29.12.2018 09:33:00 | 29.12.2018 13:12:00
                |  00769  | 31.12.2018 09:46:00 | 31.12.2018 13:08:00
                |  00770  | 01.01.2019 17:17:00 | 08.01.2019 17:27:00
                |  00771  | 09.01.2019 10:03:00 | 09.01.2019 17:27:00
                |  00772  | 10.01.2019 09:46:00 | 10.01.2019 17:27:00
                |  00773  | 11.01.2019 09:45:00 | 11.01.2019 17:29:00
                |  00774  | 12.01.2019 09:25:00 | 12.01.2019 13:01:00
                |  00775  | 14.01.2019 09:52:00 | 14.01.2019 18:28:00
                |  00776  | 15.01.2019 10:56:00 | 15.01.2019 17:31:00
                |  00777  | 16.01.2019 10:19:00 | 16.01.2019 17:33:00
                |  00778  | 17.01.2019 10:48:00 | 17.01.2019 17:28:00
                |  00779  | 18.01.2019 10:31:00 | 18.01.2019 17:28:00
                |  00780  | 19.01.2019 09:13:00 | 19.01.2019 13:00:00
                |  00781  | 21.01.2019 09:39:00 | 21.01.2019 18:26:00
                |  00782  | 22.01.2019 09:55:00 | 22.01.2019 17:40:00
                |  00783  | 23.01.2019 09:41:00 | 23.01.2019 17:30:00
                |  00784  | 24.01.2019 10:02:00 | 24.01.2019 17:36:00
                |  00785  | 25.01.2019 10:03:00 | 25.01.2019 17:34:00
                |  00786  | 26.01.2019 09:26:00 | 26.01.2019 13:11:00
                |  00787  | 28.01.2019 09:59:00 | 28.01.2019 18:26:00
                |  00788  | 29.01.2019 09:32:00 | 29.01.2019 17:29:00
                |  00789  | 30.01.2019 10:01:00 | 30.01.2019 17:28:00
                |  00790  | 31.01.2019 10:25:00 | 31.01.2019 17:30:00
                |  00791  | 01.02.2019 09:43:00 | 01.02.2019 16:56:00
                |  00792  | 02.02.2019 09:13:00 | 02.02.2019 13:09:00
                |  00793  | 02.02.2019 13:28:00 | 04.02.2019 18:25:00
                |  00794  | 05.02.2019 10:07:00 | 05.02.2019 17:27:00
                |  00795  | 06.02.2019 09:42:00 | 06.02.2019 17:26:00
                |  00796  | 07.02.2019 10:18:00 | 07.02.2019 17:30:00
                |  00797  | 08.02.2019 10:27:00 | 08.02.2019 17:35:00
                |  00798  | 09.02.2019 09:44:00 | 09.02.2019 13:00:00
                |  00799  | 09.02.2019 13:01:00 | 11.02.2019 18:24:00
                |  00800  | 12.02.2019 10:27:00 | 12.02.2019 17:51:00
                |  00801  | 13.02.2019 10:05:00 | 13.02.2019 17:25:00
                |  00802  | 14.02.2019 09:45:00 | 14.02.2019 17:25:00
                |  00803  | 15.02.2019 10:12:00 | 15.02.2019 17:26:00
                |  00804  | 16.02.2019 09:06:00 | 16.02.2019 13:21:00
                |  00805  | 18.02.2019 09:34:00 | 18.02.2019 18:24:00
                |  00806  | 19.02.2019 09:56:00 | 19.02.2019 17:25:00
                |  00807  | 20.02.2019 10:13:00 | 20.02.2019 17:26:00
                |  00808  | 21.02.2019 09:41:00 | 21.02.2019 17:30:00
                |  00809  | 22.02.2019 09:44:00 | 22.02.2019 20:08:00
                |  00810  | 23.02.2019 09:48:00 | 23.02.2019 11:04:00
                |  00811  | 25.02.2019 09:47:00 | 25.02.2019 18:25:00
                |  00812  | 26.02.2019 09:41:00 | 26.02.2019 17:29:00
                |  00813  | 27.02.2019 10:08:00 | 27.02.2019 17:30:00
                |  00814  | 28.02.2019 09:34:00 | 28.02.2019 17:25:00
                |  00815  | 01.03.2019 10:39:00 | 01.03.2019 17:25:00
                |  00816  | 01.03.2019 17:30:00 | 02.03.2019 12:57:00
                |  00817  | 04.03.2019 09:39:00 | 04.03.2019 18:28:00
                |  00818  | 05.03.2019 09:29:00 | 05.03.2019 17:28:00
                |  00819  | 06.03.2019 09:30:00 | 06.03.2019 15:58:00
                |  00820  | 07.03.2019 10:16:00 | 07.03.2019 17:28:00
                |  00821  | 08.03.2019 09:20:00 | 08.03.2019 18:05:00
                |  00822  | 09.03.2019 09:08:00 | 09.03.2019 13:08:00
                |  00823  | 11.03.2019 09:58:00 | 11.03.2019 18:28:00
                |  00824  | 12.03.2019 09:55:00 | 12.03.2019 17:34:00
                |  00825  | 13.03.2019 09:32:00 | 13.03.2019 17:49:00
                |  00826  | 14.03.2019 09:33:00 | 14.03.2019 17:25:00
                |  00827  | 15.03.2019 09:29:00 | 15.03.2019 16:00:00
                |  00828  | 16.03.2019 09:45:00 | 16.03.2019 12:57:00
                |  00829  | 18.03.2019 10:51:00 | 18.03.2019 19:07:00
                |  00830  | 19.03.2019 09:33:00 | 19.03.2019 17:27:00
                |  00831  | 20.03.2019 09:40:00 | 20.03.2019 17:36:00
                |  00832  | 21.03.2019 09:41:00 | 21.03.2019 17:26:00
                |  00833  | 22.03.2019 09:39:00 | 22.03.2019 17:24:00
                |  00834  | 23.03.2019 09:18:00 | 23.03.2019 12:54:00
                |  00835  | 25.03.2019 10:22:00 | 25.03.2019 18:26:00
                |  00836  | 26.03.2019 09:53:00 | 26.03.2019 17:32:00
                |  00837  | 27.03.2019 10:16:00 | 27.03.2019 17:27:00
                |  00838  | 28.03.2019 09:48:00 | 28.03.2019 17:26:00
                |  00839  | 29.03.2019 10:40:00 | 29.03.2019 17:25:00
                |  00840  | 30.03.2019 09:16:00 | 30.03.2019 13:14:00
                |  00841  | 01.04.2019 08:34:00 | 01.04.2019 17:43:00
                |  00842  | 01.04.2019 18:00:00 | 02.04.2019 16:39:00
                |  00843  | 02.04.2019 17:41:00 | 03.04.2019 17:31:00
                |  00844  | 04.04.2019 10:12:00 | 04.04.2019 17:42:00
                |  00845  | 05.04.2019 09:28:00 | 05.04.2019 17:35:00
                |  00846  | 06.04.2019 09:26:00 | 06.04.2019 13:29:00
                |  00847  | 08.04.2019 09:38:00 | 08.04.2019 18:56:00
                |  00848  | 09.04.2019 10:30:00 | 09.04.2019 17:32:00
                |  00849  | 10.04.2019 09:52:00 | 10.04.2019 17:37:00
                |  00850  | 11.04.2019 09:49:00 | 11.04.2019 17:55:00
                |  00851  | 12.04.2019 10:05:00 | 12.04.2019 17:40:00
                |  00852  | 13.04.2019 09:11:00 | 13.04.2019 13:09:00
                |  00853  | 15.04.2019 10:02:00 | 15.04.2019 18:32:00
                |  00854  | 16.04.2019 09:43:00 | 16.04.2019 17:37:00
                |  00855  | 17.04.2019 09:33:00 | 17.04.2019 17:40:00
                |  00856  | 18.04.2019 10:14:00 | 18.04.2019 17:32:00
                |  00857  | 19.04.2019 09:43:00 | 19.04.2019 17:35:00
                |  00858  | 20.04.2019 09:23:00 | 20.04.2019 13:10:00
                |  00859  | 24.04.2019 09:42:00 | 24.04.2019 17:35:00
                |  00860  | 25.04.2019 09:41:00 | 25.04.2019 17:37:00
                |  00861  | 26.04.2019 09:54:00 | 26.04.2019 17:32:00
                |  00862  | 27.04.2019 09:14:00 | 27.04.2019 13:06:00
                |  00863  | 29.04.2019 09:51:00 | 29.04.2019 18:34:00
                |  00864  | 30.04.2019 09:50:00 | 30.04.2019 17:33:00
                |  00865  | 04.05.2019 09:50:00 | 04.05.2019 13:30:00
                |  00866  | 04.05.2019 13:31:00 | 06.05.2019 18:54:00
                |  00867  | 07.05.2019 09:41:00 | 07.05.2019 17:37:00
                |  00868  | 08.05.2019 09:55:00 | 08.05.2019 17:34:00
                |  00869  | 09.05.2019 09:44:00 | 09.05.2019 17:34:00
                |  00870  | 10.05.2019 10:01:00 | 10.05.2019 17:34:00
                |  00871  | 11.05.2019 09:12:00 | 11.05.2019 14:06:00
                |  00872  | 13.05.2019 09:46:00 | 13.05.2019 18:31:00
                |  00873  | 14.05.2019 09:23:00 | 14.05.2019 17:48:00
                |  00874  | 15.05.2019 10:02:00 | 15.05.2019 17:39:00
                |  00875  | 16.05.2019 10:07:00 | 16.05.2019 17:38:00
                |  00876  | 17.05.2019 10:36:00 | 17.05.2019 17:39:00
                |  00877  | 18.05.2019 09:14:00 | 18.05.2019 13:29:00
                |  00878  | 20.05.2019 09:40:00 | 20.05.2019 18:32:00
                |  00879  | 21.05.2019 09:51:00 | 21.05.2019 17:47:00
                |  00880  | 22.05.2019 09:37:00 | 22.05.2019 17:33:00
                |  00881  | 23.05.2019 10:09:00 | 23.05.2019 17:44:00
                |  00882  | 24.05.2019 09:57:00 | 24.05.2019 17:32:00
                |  00883  | 25.05.2019 09:28:00 | 25.05.2019 13:40:00
                |  00884  | 27.05.2019 10:15:00 | 27.05.2019 18:29:00
                |  00885  | 28.05.2019 09:43:00 | 28.05.2019 17:37:00
                |  00886  | 29.05.2019 09:49:00 | 29.05.2019 17:40:00
                |  00887  | 30.05.2019 09:57:00 | 30.05.2019 17:31:00
                |  00888  | 31.05.2019 09:40:00 | 31.05.2019 17:45:00
                |  00889  | 01.06.2019 09:11:00 | 01.06.2019 13:12:00
                |  00890  | 01.06.2019 13:13:00 | 03.06.2019 19:05:00
                |  00891  | 04.06.2019 09:43:00 | 04.06.2019 17:28:00
                |  00892  | 05.06.2019 09:25:00 | 05.06.2019 17:34:00
                |  00893  | 06.06.2019 09:34:00 | 06.06.2019 17:30:00
                |  00894  | 07.06.2019 09:45:00 | 07.06.2019 17:43:00
                |  00895  | 08.06.2019 09:16:00 | 08.06.2019 13:09:00
                |  00896  | 10.06.2019 09:38:00 | 10.06.2019 18:40:00
                |  00897  | 11.06.2019 09:40:00 | 11.06.2019 17:33:00
                |  00898  | 12.06.2019 10:37:00 | 12.06.2019 17:35:00
                |  00899  | 13.06.2019 10:17:00 | 13.06.2019 17:28:00
                |  00900  | 14.06.2019 09:56:00 | 14.06.2019 17:31:00
                |  00901  | 15.06.2019 09:18:00 | 15.06.2019 13:14:00
                |  00902  | 17.06.2019 09:41:00 | 17.06.2019 18:30:00
                |  00903  | 18.06.2019 10:10:00 | 18.06.2019 17:43:00
                |  00904  | 19.06.2019 09:45:00 | 19.06.2019 17:48:00
                |  00905  | 22.06.2019 09:16:00 | 22.06.2019 13:10:00
                |  00906  | 24.06.2019 09:42:00 | 24.06.2019 18:42:00
                |  00907  | 25.06.2019 09:55:00 | 25.06.2019 17:29:00
                |  00908  | 26.06.2019 10:08:00 | 26.06.2019 17:32:00
                |  00909  | 27.06.2019 09:50:00 | 27.06.2019 17:25:00
                |  00910  | 28.06.2019 09:41:00 | 28.06.2019 17:40:00
                |  00911  | 29.06.2019 09:24:00 | 29.06.2019 12:58:00
                |  00912  | 01.07.2019 09:46:00 | 01.07.2019 18:29:00
                |  00913  | 01.07.2019 18:34:00 | 02.07.2019 17:31:00
                |  00914  | 03.07.2019 10:34:00 | 03.07.2019 17:36:00
                |  00915  | 04.07.2019 09:29:00 | 04.07.2019 17:42:00
                |  00916  | 05.07.2019 09:28:00 | 05.07.2019 17:37:00
                |  00917  | 06.07.2019 09:21:00 | 06.07.2019 13:04:00
                |  00918  | 08.07.2019 09:57:00 | 08.07.2019 18:33:00
                |  00919  | 09.07.2019 09:57:00 | 09.07.2019 17:31:00
                |  00920  | 10.07.2019 10:00:00 | 10.07.2019 17:36:00
                |  00921  | 11.07.2019 09:41:00 | 11.07.2019 15:55:00
                |  00922  | 12.07.2019 10:32:00 | 12.07.2019 17:45:00
                |  00923  | 13.07.2019 09:11:00 | 13.07.2019 13:12:00
                |  00924  | 20.07.2019 09:15:00 | 20.07.2019 13:25:00
                |  00925  | 22.07.2019 09:50:00 | 22.07.2019 18:37:00
                |  00926  | 23.07.2019 09:52:00 | 23.07.2019 17:29:00
                |  00927  | 24.07.2019 09:42:00 | 24.07.2019 17:30:00
                |  00928  | 25.07.2019 10:30:00 | 25.07.2019 17:42:00
                |  00929  | 26.07.2019 09:32:00 | 26.07.2019 17:41:00
                |  00930  | 27.07.2019 09:05:00 | 27.07.2019 12:59:00
                |  00931  | 29.07.2019 09:38:00 | 29.07.2019 18:38:00
                |  00932  | 30.07.2019 10:00:00 | 30.07.2019 17:18:00
                |  00933  | 30.07.2019 19:30:00 | 31.07.2019 17:30:00
                |  00934  | 01.08.2019 10:05:00 | 01.08.2019 17:27:00
                |  00935  | 01.08.2019 17:28:00 | 02.08.2019 17:27:00
                |  00936  | 03.08.2019 09:20:00 | 03.08.2019 12:59:00
                |  00937  | 05.08.2019 09:41:00 | 05.08.2019 18:38:00
                |  00938  | 06.08.2019 10:22:00 | 06.08.2019 17:31:00
                |  00939  | 07.08.2019 09:39:00 | 07.08.2019 17:33:00
                |  00940  | 08.08.2019 09:37:00 | 08.08.2019 17:31:00
                |  00941  | 09.08.2019 09:36:00 | 09.08.2019 17:59:00
                |  00942  | 10.08.2019 09:11:00 | 10.08.2019 13:03:00
                |  00943  | 12.08.2019 09:45:00 | 12.08.2019 18:35:00
                |  00944  | 13.08.2019 10:05:00 | 13.08.2019 17:32:00
                |  00945  | 14.08.2019 09:41:00 | 14.08.2019 17:57:00
                |  00946  | 17.08.2019 09:10:00 | 17.08.2019 13:07:00
                |  00947  | 19.08.2019 09:42:00 | 19.08.2019 18:29:00
                |  00948  | 20.08.2019 09:46:00 | 20.08.2019 17:30:00
                |  00949  | 21.08.2019 09:36:00 | 21.08.2019 17:29:00
                |  00950  | 22.08.2019 10:08:00 | 22.08.2019 17:59:00
                |  00951  | 23.08.2019 09:40:00 | 23.08.2019 17:28:00
                |  00952  | 24.08.2019 09:12:00 | 24.08.2019 13:02:00
                |  00953  | 26.08.2019 10:15:00 | 26.08.2019 18:37:00
                |  00954  | 27.08.2019 09:44:00 | 27.08.2019 17:35:00
                |  00955  | 28.08.2019 09:35:00 | 28.08.2019 17:34:00
                |  00956  | 29.08.2019 09:40:00 | 29.08.2019 17:43:00
                |  00957  | 30.08.2019 09:51:00 | 30.08.2019 17:28:00
                |  00958  | 31.08.2019 10:15:00 | 31.08.2019 14:00:00
                |  00959  | 02.09.2019 10:12:00 | 02.09.2019 17:28:00
                |  00960  | 03.09.2019 09:51:00 | 03.09.2019 17:30:00
                |  00961  | 04.09.2019 10:31:00 | 04.09.2019 17:27:00
                |  00962  | 05.09.2019 09:41:00 | 05.09.2019 17:28:00
                |  00963  | 06.09.2019 09:56:00 | 06.09.2019 17:37:00
                |  00964  | 07.09.2019 09:52:00 | 07.09.2019 13:38:00
                |  00965  | 09.09.2019 10:19:00 | 09.09.2019 18:28:00
                |  00966  | 10.09.2019 09:46:00 | 10.09.2019 17:31:00
                |  00967  | 11.09.2019 09:49:00 | 11.09.2019 17:31:00
                |  00968  | 12.09.2019 09:54:00 | 12.09.2019 16:55:00
                |  00969  | 12.09.2019 16:55:00 | 13.09.2019 17:51:00
                |  00970  | 14.09.2019 09:32:00 | 14.09.2019 13:23:00
                |  00971  | 16.09.2019 10:29:00 | 16.09.2019 18:44:00
                |  00972  | 17.09.2019 09:34:00 | 17.09.2019 17:31:00
                |  00973  | 18.09.2019 09:57:00 | 18.09.2019 18:21:00
                |  00974  | 19.09.2019 09:43:00 | 19.09.2019 17:44:00
                |  00975  | 20.09.2019 09:49:00 | 20.09.2019 19:08:00
                |  00976  | 21.09.2019 09:10:00 | 21.09.2019 13:20:00
                |  00977  | 23.09.2019 09:44:00 | 23.09.2019 18:25:00
                |  00978  | 24.09.2019 09:55:00 | 24.09.2019 17:29:00
                |  00979  | 25.09.2019 09:55:00 | 25.09.2019 16:30:00
                |  00980  | 26.09.2019 09:34:00 | 26.09.2019 17:32:00
                |  00981  | 27.09.2019 09:37:00 | 27.09.2019 17:33:00
                |  00982  | 28.09.2019 09:30:00 | 28.09.2019 13:06:00
                |  00983  | 30.09.2019 10:27:00 | 30.09.2019 18:26:00
                |  00984  | 01.10.2019 09:46:00 | 01.10.2019 17:49:00
                |  00985  | 01.10.2019 17:57:00 | 02.10.2019 17:31:00
                |  00986  | 03.10.2019 10:07:00 | 03.10.2019 17:28:00
                |  00987  | 04.10.2019 10:16:00 | 04.10.2019 17:32:00
                |  00988  | 05.10.2019 09:25:00 | 05.10.2019 13:04:00
                |  00989  | 07.10.2019 10:15:00 | 07.10.2019 18:40:00
                |  00990  | 08.10.2019 09:36:00 | 08.10.2019 17:34:00
                |  00991  | 09.10.2019 09:53:00 | 09.10.2019 18:08:00
                |  00992  | 10.10.2019 09:38:00 | 10.10.2019 17:31:00
                |  00993  | 11.10.2019 09:48:00 | 11.10.2019 17:37:00
                |  00994  | 12.10.2019 09:18:00 | 12.10.2019 13:15:00
                |  00995  | 14.10.2019 09:45:00 | 14.10.2019 18:28:00
                |  00996  | 15.10.2019 09:44:00 | 15.10.2019 17:31:00
                |  00997  | 16.10.2019 09:34:00 | 16.10.2019 17:44:00
                |  00998  | 17.10.2019 10:12:00 | 17.10.2019 17:31:00
                |  00999  | 18.10.2019 10:02:00 | 18.10.2019 17:29:00
                |  01000  | 19.10.2019 10:04:00 | 19.10.2019 13:14:00
                |  01001  | 21.10.2019 09:41:00 | 21.10.2019 18:23:00
                |  01002  | 22.10.2019 10:28:00 | 22.10.2019 17:41:00
                |  01003  | 23.10.2019 09:44:00 | 23.10.2019 17:39:00
                |  01004  | 24.10.2019 09:41:00 | 24.10.2019 17:36:00
                |  01005  | 25.10.2019 09:21:00 | 25.10.2019 17:52:00
                |  01006  | 26.10.2019 09:21:00 | 26.10.2019 13:14:00
                |  01007  | 28.10.2019 11:00:00 | 28.10.2019 19:32:00
                |  01008  | 28.10.2019 18:36:00 | 29.10.2019 17:32:00
                |  01009  | 30.10.2019 09:39:00 | 30.10.2019 17:29:00
                |  01010  | 31.10.2019 09:46:00 | 31.10.2019 17:28:00
                |  01011  | 02.11.2019 09:48:00 | 02.11.2019 13:01:00
                |  01012  | 02.11.2019 13:03:00 | 04.11.2019 18:26:00
                |  01013  | 05.11.2019 09:56:00 | 05.11.2019 17:32:00
                |  01014  | 06.11.2019 09:33:00 | 06.11.2019 17:30:00
                |  01015  | 07.11.2019 09:34:00 | 07.11.2019 17:42:00
                |  01016  | 08.11.2019 10:23:00 | 08.11.2019 17:51:00
                |  01017  | 09.11.2019 09:09:00 | 09.11.2019 12:58:00
                |  01018  | 12.11.2019 09:33:00 | 12.11.2019 17:34:00
                |  01019  | 13.11.2019 09:37:00 | 13.11.2019 17:49:00
                |  01020  | 14.11.2019 09:45:00 | 14.11.2019 17:36:00
                |  01021  | 15.11.2019 09:43:00 | 15.11.2019 17:30:00
                |  01022  | 16.11.2019 09:09:00 | 16.11.2019 13:07:00
                |  01023  | 18.11.2019 10:09:00 | 18.11.2019 18:31:00
                |  01024  | 19.11.2019 11:06:00 | 19.11.2019 17:28:00
                |  01025  | 20.11.2019 09:47:00 | 20.11.2019 18:49:00
                |  01026  | 21.11.2019 09:40:00 | 21.11.2019 17:50:00
                |  01027  | 22.11.2019 09:50:00 | 22.11.2019 17:33:00
                |  01028  | 23.11.2019 09:21:00 | 23.11.2019 13:16:00
                |  01029  | 25.11.2019 09:50:00 | 25.11.2019 18:27:00
                |  01030  | 26.11.2019 09:53:00 | 26.11.2019 17:26:00
                |  01031  | 27.11.2019 10:29:00 | 27.11.2019 17:24:00
                |  01032  | 28.11.2019 09:41:00 | 28.11.2019 17:30:00
                |  01033  | 29.11.2019 09:48:00 | 29.11.2019 17:28:00
                |  01034  | 30.11.2019 09:24:00 | 30.11.2019 13:04:00
                |  01035  | 02.12.2019 09:38:00 | 02.12.2019 18:31:00
                |  01036  | 02.12.2019 19:54:00 | 03.12.2019 17:38:00
                |  01037  | 04.12.2019 09:38:00 | 04.12.2019 17:29:00
                |  01038  | 05.12.2019 10:03:00 | 05.12.2019 17:32:00
                |  01039  | 06.12.2019 09:47:00 | 06.12.2019 17:28:00
                |  01040  | 07.12.2019 09:49:00 | 07.12.2019 13:34:00
                |  01041  | 09.12.2019 09:46:00 | 09.12.2019 18:27:00
                |  01042  | 10.12.2019 10:27:00 | 10.12.2019 17:55:00
                |  01043  | 11.12.2019 10:28:00 | 11.12.2019 17:54:00
                |  01044  | 12.12.2019 09:49:00 | 12.12.2019 19:11:00
                |  01045  | 13.12.2019 09:43:00 | 13.12.2019 17:29:00
                |  01046  | 14.12.2019 09:29:00 | 14.12.2019 13:21:00
                |  01047  | 16.12.2019 09:34:00 | 16.12.2019 18:26:00
                |  01048  | 17.12.2019 09:53:00 | 17.12.2019 19:03:00
                |  01049  | 18.12.2019 09:44:00 | 18.12.2019 18:13:00
                |  01050  | 19.12.2019 09:39:00 | 19.12.2019 17:59:00
                |  01051  | 20.12.2019 09:24:00 | 20.12.2019 18:03:00
                |  01052  | 21.12.2019 09:34:00 | 21.12.2019 14:12:00
                |  01053  | 22.12.2019 10:43:00 | 22.12.2019 14:29:00
                |  01054  | 23.12.2019 09:49:00 | 23.12.2019 18:27:00
                |  01055  | 24.12.2019 09:13:00 | 24.12.2019 13:00:00
                |  01056  | 30.12.2019 10:09:00 | 30.12.2019 18:33:00
                |  01057  | 31.12.2019 09:45:00 | 31.12.2019 13:17:00
                |  01058  | 02.01.2020 12:00:00 | 10.01.2020 17:30:00
                |  01059  | 11.01.2020 09:42:00 | 11.01.2020 13:11:00
                |  01060  | 13.01.2020 09:54:00 | 13.01.2020 18:31:00
                |  01061  | 14.01.2020 09:40:00 | 14.01.2020 17:24:00
                |  01062  | 15.01.2020 09:58:00 | 15.01.2020 17:37:00
                |  01063  | 16.01.2020 09:57:00 | 16.01.2020 17:25:00
                |  01064  | 17.01.2020 10:17:00 | 17.01.2020 17:24:00
                |  01065  | 18.01.2020 09:25:00 | 18.01.2020 13:02:00
                |  01066  | 20.01.2020 09:57:00 | 20.01.2020 17:24:00
                |  01067  | 21.01.2020 10:29:00 | 21.01.2020 17:44:00
                |  01068  | 22.01.2020 10:01:00 | 22.01.2020 17:28:00
                |  01069  | 23.01.2020 09:34:00 | 23.01.2020 17:44:00
                |  01070  | 24.01.2020 09:39:00 | 24.01.2020 17:22:00
                |  01071  | 27.01.2020 12:32:00 | 28.01.2020 15:12:00
                |  01072  | 28.01.2020 15:13:00 | 30.01.2020 17:26:00
                |  01073  | 31.01.2020 10:08:00 | 31.01.2020 16:51:00
                |  01074  | 01.02.2020 09:58:00 | 01.02.2020 13:09:00
                |  01075  | 01.02.2020 13:32:00 | 03.02.2020 18:22:00
                |  01076  | 04.02.2020 11:10:00 | 04.02.2020 17:31:00
                |  01077  | 05.02.2020 09:40:00 | 05.02.2020 17:32:00
                |  01078  | 06.02.2020 10:02:00 | 06.02.2020 17:39:00
                |  01079  | 07.02.2020 10:49:00 | 07.02.2020 17:23:00
                |  01080  | 08.02.2020 09:28:00 | 08.02.2020 13:03:00
                |  01081  | 10.02.2020 09:52:00 | 10.02.2020 18:27:00
                |  01082  | 11.02.2020 10:19:00 | 11.02.2020 17:25:00
                |  01083  | 12.02.2020 09:52:00 | 12.02.2020 17:23:00
                |  01084  | 13.02.2020 09:49:00 | 13.02.2020 17:28:00
                |  01085  | 14.02.2020 09:49:00 | 14.02.2020 17:36:00
                |  01086  | 15.02.2020 09:14:00 | 15.02.2020 13:47:00
                |  01087  | 17.02.2020 10:24:00 | 17.02.2020 18:23:00
                |  01088  | 18.02.2020 09:33:00 | 18.02.2020 17:32:00
                |  01089  | 19.02.2020 09:49:00 | 19.02.2020 17:28:00
                |  01090  | 20.02.2020 09:51:00 | 20.02.2020 17:24:00
                |  01091  | 21.02.2020 12:44:00 | 21.02.2020 18:20:00
                |  01092  | 22.02.2020 09:18:00 | 22.02.2020 13:30:00
                |  01093  | 24.02.2020 09:47:00 | 24.02.2020 18:26:00
                |  01094  | 25.02.2020 09:39:00 | 25.02.2020 17:33:00
                |  01095  | 26.02.2020 09:37:00 | 26.02.2020 17:26:00
                |  01096  | 27.02.2020 10:15:00 | 27.02.2020 17:26:00
                |  01097  | 28.02.2020 10:03:00 | 28.02.2020 17:29:00
                |  01098  | 29.02.2020 09:15:00 | 29.02.2020 13:50:00
                |  01099  | 02.03.2020 10:20:00 | 02.03.2020 18:25:00
                |  01100  | 02.03.2020 18:38:00 | 03.03.2020 17:52:00
                |  01101  | 04.03.2020 10:08:00 | 04.03.2020 17:33:00
                |  01102  | 05.03.2020 09:34:00 | 05.03.2020 17:39:00
                |  01103  | 06.03.2020 10:16:00 | 06.03.2020 17:24:00
                |  01104  | 07.03.2020 09:15:00 | 07.03.2020 12:55:00
                |  01105  | 09.03.2020 10:01:00 | 09.03.2020 18:19:00
                |  01106  | 10.03.2020 09:36:00 | 10.03.2020 17:26:00
                |  01107  | 11.03.2020 10:10:00 | 11.03.2020 17:37:00
                |  01108  | 12.03.2020 09:38:00 | 12.03.2020 17:53:00
                |  01109  | 13.03.2020 10:08:00 | 13.03.2020 17:29:00
                |  01110  | 14.03.2020 09:44:00 | 14.03.2020 13:57:00
                |  01111  | 16.03.2020 09:56:00 | 16.03.2020 16:20:00
                |  01112  | 17.03.2020 09:51:00 | 17.03.2020 16:29:00
                |  01113  | 18.03.2020 09:51:00 | 18.03.2020 16:25:00
                |  01114  | 19.03.2020 10:03:00 | 19.03.2020 16:27:00
                |  01115  | 20.03.2020 09:32:00 | 20.03.2020 16:26:00
                |  01116  | 23.03.2020 10:17:00 | 23.03.2020 17:36:00
                |  01117  | 24.03.2020 09:47:00 | 24.03.2020 17:18:00
                |  01118  | 25.03.2020 09:39:00 | 25.03.2020 17:02:00
                |  01119  | 26.03.2020 09:48:00 | 26.03.2020 16:30:00
                |  01120  | 27.03.2020 09:44:00 | 27.03.2020 16:25:00
                |  01121  | 28.03.2020 09:05:00 | 28.03.2020 14:26:00
                |  01122  | 30.03.2020 08:34:00 | 30.03.2020 16:32:00
                |  01123  | 30.03.2020 18:08:00 | 31.03.2020 17:51:00
                |  01124  | 31.03.2020 22:18:00 | 01.04.2020 16:57:00
                |  01125  | 01.04.2020 16:59:00 | 02.04.2020 16:53:00
                |  01126  | 03.04.2020 09:48:00 | 03.04.2020 16:49:00
                |  01127  | 04.04.2020 09:29:00 | 04.04.2020 13:34:00
                |  01128  | 06.04.2020 10:05:00 | 06.04.2020 17:23:00
                |  01129  | 07.04.2020 10:17:00 | 07.04.2020 16:48:00
                |  01130  | 07.04.2020 16:55:00 | 08.04.2020 16:58:00
                |  01131  | 09.04.2020 09:30:00 | 09.04.2020 17:25:00
                |  01132  | 10.04.2020 09:47:00 | 10.04.2020 18:16:00
                |  01133  | 11.04.2020 09:19:00 | 11.04.2020 14:53:00
                |  01134  | 15.04.2020 10:09:00 | 15.04.2020 18:06:00
                |  01135  | 16.04.2020 09:51:00 | 16.04.2020 16:49:00
                |  01136  | 17.04.2020 09:55:00 | 17.04.2020 16:44:00
                |  01137  | 18.04.2020 09:30:00 | 18.04.2020 13:57:00
                |  01138  | 20.04.2020 09:56:00 | 20.04.2020 19:08:00
                |  01139  | 21.04.2020 09:51:00 | 21.04.2020 17:11:00
                |  01140  | 22.04.2020 09:46:00 | 22.04.2020 17:02:00
                |  01141  | 23.04.2020 09:55:00 | 23.04.2020 17:33:00
                |  01142  | 24.04.2020 09:54:00 | 24.04.2020 17:06:00
                |  01143  | 25.04.2020 09:51:00 | 25.04.2020 13:21:00
